Line No,Source,Address,Source_1,Warp Stall Sampling (All Samples),Warp Stall Sampling (Not-issued Samples),# Samples,Instructions Executed,Thread Instructions Executed,Predicated-On Thread Instructions Executed,Avg. Threads Executed,Avg. Predicated-On Threads Executed,Address Space,Access Operation,Access Size,L1 Tag Requests Global,L1 Conflicts Shared N-Way,L1 Wavefronts Shared Excessive,L1 Wavefronts Shared,L1 Wavefronts Shared Ideal,L2 Theoretical Sectors Global Excessive,L2 Theoretical Sectors Global,L2 Theoretical Sectors Global Ideal,L2 Theoretical Sectors Local,L2 Explicit Evict Policies,L2 Explicit Hit Policy Evict First,L2 Explicit Hit Policy Evict Last,L2 Explicit Hit Policy Evict Normal,L2 Explicit Hit Policy Evict Normal Demote,L2 Explicit Miss Policy Evict First,L2 Explicit Miss Policy Evict Normal,stall_barrier,stall_branch_resolving,stall_dispatch,stall_drain,stall_imc,stall_lg,stall_long_sb,stall_math,stall_membar,stall_mio,stall_misc,stall_no_inst,stall_not_selected,stall_selected,stall_short_sb,stall_sleep,stall_tex,stall_wait,stall_barrier (Not Issued),stall_branch_resolving (Not Issued),stall_dispatch (Not Issued),stall_drain (Not Issued),stall_imc (Not Issued),stall_lg (Not Issued),stall_long_sb (Not Issued),stall_math (Not Issued),stall_membar (Not Issued),stall_mio (Not Issued),stall_misc (Not Issued),stall_no_inst (Not Issued),stall_not_selected (Not Issued),stall_selected (Not Issued),stall_short_sb (Not Issued),stall_sleeping (Not Issued),stall_tex (Not Issued),stall_wait (Not Issued),Kernel_Name,VR_dispatch_id,Divergent Branches,Reason,stall_barrier_ratio,stall_branch_resolving_ratio,stall_dispatch_ratio,stall_drain_ratio,stall_imc_ratio,stall_lg_ratio,stall_long_sb_ratio,stall_math_ratio,stall_membar_ratio,stall_mio_ratio,stall_misc_ratio,stall_no_inst_ratio,stall_not_selected_ratio,stall_selected_ratio,stall_short_sb_ratio,stall_sleep_ratio,stall_tex_ratio,stall_wait_ratio
201,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,3943,2068,3943,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,4,0,0,134,177,914,0,0,2550,0,0,0,0,0,0,0,143,0,2,0,0,0,0,550,0,0,1373,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",559,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04159269591681461,0.0,0.001014455997971088,0.0,0.0,0.033984275932031446,0.044889677910220645,0.2318031955363936,0.0,0.0,0.6467156987065686
199,"__global__ void add_kernel(const T * a, const T * b, T * c)",-,-,12283,6723,12283,27262976,872415232,872415232,832,832,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,1092,0,66,0,111,936,502,2667,0,0,6908,0,0,1,0,0,0,0,1022,0,58,0,92,0,0,1738,0,0,3812,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",559,0,stall_wait,0.0,0.0,8.141333550435561e-05,0.0,0.0,0.0,0.0,0.08890336237075633,0.0,0.005373280143287471,0.0,0.009036880240983473,0.07620288203207685,0.04086949442318652,0.2171293657901164,0.0,0.0,0.5624033216640886
220,},-,-,17276,13019,17276,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,274,0,188,0,0,0,0,14630,19,156,0,71,96,0,0,0,1842,0,238,0,158,0,0,0,0,11180,18,114,0,0,0,0,0,0,1311,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",560,0,stall_membar,0.0,0.01586015281315119,0.0,0.010882148645519797,0.0,0.0,0.0,0.0,0.846839546191248,0.0010997916184301922,0.009029868025005789,0.0,0.004109747626765455,0.005556841861542023,0.0,0.0,0.0,0.10662190321833757
219,a[i] = b[i] + scalar * c[i];,-,-,46203,34784,46203,54525952,1744830464,1744830464,1664,1664,Global(3),"Load(2),Store",64(3),6291456,0,0,0,0,0,25165824,25165824,0,,0,0,0,0,0,0,0,0,0,0,0,0,30321,921,0,0,0,0,622,958,0,0,0,13381,0,0,0,0,0,0,25414,884,0,0,0,0,0,0,0,0,0,8486,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",560,0,stall_long_sb,0.0,0.0,0.0,0.0,0.0,0.0,0.6562560872670605,0.019933770534380883,0.0,0.0,0.0,0.0,0.013462329285977102,0.020734584334350582,0.0,0.0,0.0,0.28961322857823085
218,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,3966,2012,3966,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,2,0,0,0,0,162,0,2,0,0,146,170,986,0,0,2498,0,0,0,0,0,0,0,142,0,2,0,0,0,0,581,0,0,1287,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",560,0,stall_wait,0.0,0.0,0.0005042864346949068,0.0,0.0,0.0,0.0,0.04084720121028744,0.0,0.0005042864346949068,0.0,0.0,0.03681290973272819,0.04286434694906707,0.248613212304589,0.0,0.0,0.6298537569339385
215,"__global__ void triad_kernel(T * a, const T * b, const T * c)",-,-,11992,6254,11992,27262976,872415232,872415232,832,832,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,1070,0,67,0,114,922,477,2575,0,0,6766,0,0,0,0,0,0,0,990,0,63,0,96,0,0,1577,0,0,3528,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",560,0,stall_wait,0.0,0.0,8.338892595063375e-05,0.0,0.0,0.0,0.0,0.08922615076717812,0.0,0.005587058038692461,0.0,0.009506337558372248,0.07688458972648432,0.0397765176784523,0.2147264843228819,0.0,0.0,0.564209472981988
271,},-,-,475,382,475,60192,1867776,1867776,124,124,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,8,0,4,0,0,0,0,393,2,2,0,4,1,0,0,0,61,0,5,0,3,0,0,0,0,325,1,0,0,0,0,0,0,0,48,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",561,0,stall_membar,0.0,0.016842105263157894,0.0,0.008421052631578947,0.0,0.0,0.0,0.0,0.8273684210526315,0.004210526315789474,0.004210526315789474,0.0,0.008421052631578947,0.002105263157894737,0.0,0.0,0.0,0.12842105263157894
270,sum[blockIdx.x] = tb_sum[local_i];,-,-,99,91,99,22344,22344,22344,49,49,"Global,Shared","Load,Store",64(2),456,1,0,456,456,0,456,456,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,9,0,0,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,81,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",561,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.050505050505050504,0.09090909090909091,0.0,0.0,0.8484848484848485
269,if (local_i == 0),-,-,34,13,34,58824,1868232,1867776,129,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",561,456,stall_wait,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.8529411764705882
265,tb_sum[local_i] += tb_sum[local_i+offset];,-,-,426,192,426,1133160,32658720,32658720,1711,1711,Shared(3),"Load(2),Store",64(3),0,3,0,91656,91656,0,0,0,0,,0,0,0,0,0,0,0,7,2,0,0,0,22,19,0,0,0,1,5,26,10,0,0,334,0,2,2,0,0,0,10,17,0,0,0,1,0,0,6,0,0,154,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",561,0,stall_wait,0.0,0.01643192488262911,0.004694835680751174,0.0,0.0,0.0,0.051643192488262914,0.04460093896713615,0.0,0.0,0.0,0.002347417840375587,0.011737089201877934,0.06103286384976526,0.023474178403755867,0.0,0.0,0.784037558685446
263,if (local_i < offset),-,-,3461,2562,3461,1621536,51830328,51363840,380,376,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,2975,0,0,0,0,0,0,34,0,3,0,0,12,31,0,0,0,406,2328,0,0,0,0,0,0,34,0,2,0,0,0,0,0,0,0,198,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",561,2280,stall_barrier,0.8595781566021381,0.0,0.0,0.0,0.0,0.0,0.0,0.009823750361167293,0.0,0.0008668015024559376,0.0,0.0,0.0034672060098237503,0.008956948858711355,0.0,0.0,0.0,0.11730713666570355
262,__syncthreads();,-,-,53,27,53,145920,4669440,4669440,32,32,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,42,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",561,0,stall_wait,0.0,0.16981132075471697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.0,0.7924528301886793
260,for (int offset = blockDim.x / 2; offset > 0; offset /= 2),-,-,3004,1503,3004,9470208,303046656,298377216,3328,3298,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,69,10,0,0,0,0,116,0,112,0,0,27,166,51,0,0,2453,0,30,9,0,0,0,0,111,0,79,0,0,0,0,25,0,0,1249,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",561,0,stall_wait,0.0,0.022969374167776297,0.003328894806924101,0.0,0.0,0.0,0.0,0.03861517976031957,0.0,0.037283621837549935,0.0,0.0,0.008988015978695073,0.05525965379494008,0.016977363515312916,0.0,0.0,0.816577896138482
258,tb_sum[local_i] += a[i] * b[i];,-,-,43318,22352,43318,77594624,2483027968,2483027968,2368,2368,"Global(2),Shared(2)","Load(3),Store",64(4),4194304,4,0,4194304,4194304,0,16777216,16777216,0,,0,0,0,0,0,0,0,43,24,0,0,0,20476,2075,0,0,0,0,1605,1215,515,0,0,17365,0,23,18,0,0,0,11439,1843,0,0,0,0,0,0,271,0,0,8758,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",561,0,stall_long_sb,0.0,0.000992658940855995,0.0005540421995475322,0.0,0.0,0.0,0.47269033658063625,0.04790156516921372,0.0,0.0,0.0,0.0,0.03705157209474121,0.028048386352093817,0.011888822198624128,0.0,0.0,0.40087261646428735
257,for (; i < array_size; i += blockDim.x*gridDim.x),-,-,5329,2520,5329,17971712,575094784,541540352,704,672,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,107,4,0,0,0,7,379,0,0,0,0,317,296,344,0,0,3875,0,50,3,0,0,0,5,332,0,0,0,0,0,0,176,0,0,1954,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",561,0,stall_wait,0.0,0.020078814036404578,0.0007506098705197974,0.0,0.0,0.0,0.0013135672734096453,0.0711202852317508,0.0,0.0,0.0,0.0,0.05948583223869394,0.055545130418465004,0.06455244886470257,0.0,0.0,0.7271533120660537
256,tb_sum[local_i] = {};,-,-,167,75,167,481536,15409152,15409152,1056,1056,Shared,Store,64,0,2,0,29184,29184,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,24,9,14,0,0,88,0,0,0,0,0,0,0,28,0,0,0,0,0,0,7,0,0,40,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",561,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19161676646706588,0.0,0.0,0.0,0.0,0.1437125748502994,0.05389221556886228,0.08383233532934131,0.0,0.0,0.5269461077844312
254,const size_t local_i = threadIdx.x;,-,-,53,28,53,131328,4202496,4202496,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,1,3,0,0,30,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,14,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",561,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22641509433962265,0.0,0.0,0.0,0.0,0.1320754716981132,0.018867924528301886,0.05660377358490566,0.0,0.0,0.5660377358490566
253,int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,61,25,61,131328,4202496,4202496,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,12,0,0,39,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,13,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",561,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08196721311475409,0.0,0.0,0.0,0.0,0.08196721311475409,0.0,0.19672131147540983,0.0,0.0,0.639344262295082
249,"__global__ void dot_kernel(const T * a, const T * b, T * sum, int array_size)",-,-,474,278,474,452352,14475264,14475264,992,992,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,80,0,55,0,13,86,8,102,0,0,129,0,0,1,0,0,0,0,71,0,53,0,13,0,0,81,0,0,59,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",561,0,stall_wait,0.0,0.0,0.002109704641350211,0.0,0.0,0.0,0.0,0.16877637130801687,0.0,0.1160337552742616,0.0,0.027426160337552744,0.18143459915611815,0.016877637130801686,0.21518987341772153,0.0,0.0,0.2721518987341772
170,},-,-,28806,20698,28806,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,458,0,289,0,0,0,0,24824,90,369,0,150,126,0,0,0,2500,0,376,0,248,0,0,0,0,17909,85,262,0,0,0,0,0,0,1818,"void copy_kernel<double>(const T1 *, T1 *)",562,0,stall_membar,0.0,0.015899465389155036,0.0,0.010032632090536694,0.0,0.0,0.0,0.0,0.8617649100881761,0.003124349093938763,0.012809831285148928,0.0,0.005207248489897938,0.0043740887315142675,0.0,0.0,0.0,0.0867874748316323
169,c[i] = a[i];,-,-,21648,16647,21648,33554432,1073741824,1073741824,1024,1024,Global(2),"Load,Store",64(2),4194304,0,0,0,0,0,16777216,16777216,0,,0,0,0,0,0,0,0,0,0,0,0,0,13590,304,0,0,0,0,147,539,0,0,0,7068,0,0,0,0,0,0,11875,295,0,0,0,0,0,0,0,0,0,4477,"void copy_kernel<double>(const T1 *, T1 *)",562,0,stall_long_sb,0.0,0.0,0.0,0.0,0.0,0.0,0.6277716186252772,0.014042867701404288,0.0,0.0,0.0,0.0,0.006790465631929046,0.024898373983739838,0.0,0.0,0.0,0.32649667405764965
168,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,1856,1058,1856,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,5,0,0,41,90,470,0,0,1209,0,0,0,0,0,0,0,39,0,5,0,0,0,0,307,0,0,707,"void copy_kernel<double>(const T1 *, T1 *)",562,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02209051724137931,0.0,0.0026939655172413795,0.0,0.0,0.02209051724137931,0.04849137931034483,0.25323275862068967,0.0,0.0,0.6514008620689655
166,"__global__ void copy_kernel(const T * a, T * c)",-,-,5064,2872,5064,18874368,603979776,603979776,576,576,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,40,0,72,253,226,1479,0,0,2692,0,0,0,0,0,0,0,279,0,37,0,63,0,0,974,0,0,1519,"void copy_kernel<double>(const T1 *, T1 *)",562,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05963665086887836,0.0,0.007898894154818325,0.0,0.014218009478672985,0.04996050552922591,0.04462875197472354,0.29206161137440756,0.0,0.0,0.5315955766192733
187,},-,-,31200,22160,31200,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,479,0,306,0,0,0,0,26958,105,356,0,152,155,0,0,0,2689,0,395,0,277,0,0,0,0,19274,95,247,0,0,0,0,0,0,1872,"void mul_kernel<double>(T1 *, const T1 *)",563,0,stall_membar,0.0,0.015352564102564102,0.0,0.009807692307692307,0.0,0.0,0.0,0.0,0.8640384615384615,0.0033653846153846156,0.011410256410256411,0.0,0.004871794871794872,0.004967948717948718,0.0,0.0,0.0,0.08618589743589744
186,b[i] = scalar * c[i];,-,-,22418,16772,22418,36700160,1174405120,1174405120,1120,1120,Global(2),"Load,Store",64(2),4194304,0,0,0,0,0,16777216,16777216,0,,0,0,0,0,0,0,0,0,0,0,0,0,13240,281,0,0,0,0,128,581,0,0,0,8188,0,0,0,0,0,0,11333,273,0,0,0,0,0,0,0,0,0,5166,"void mul_kernel<double>(T1 *, const T1 *)",563,0,stall_long_sb,0.0,0.0,0.0,0.0,0.0,0.0,0.5905968418235347,0.012534570434472299,0.0,0.0,0.0,0.0,0.005709697564457133,0.025916674101168703,0.0,0.0,0.0,0.3652422160763672
185,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,1425,795,1425,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,29,81,358,0,0,926,0,0,0,0,0,0,0,29,0,1,0,0,0,0,243,0,0,522,"void mul_kernel<double>(T1 *, const T1 *)",563,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.0,0.0007017543859649122,0.0,0.0,0.020350877192982456,0.056842105263157895,0.2512280701754386,0.0,0.0,0.6498245614035087
182,"__global__ void mul_kernel(T * b, const T * c)",-,-,3740,2114,3740,18874368,603979776,603979776,576,576,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,42,0,60,194,140,1093,0,0,1961,0,0,0,0,0,0,0,228,0,41,0,51,0,0,735,0,0,1059,"void mul_kernel<double>(T1 *, const T1 *)",563,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06684491978609626,0.0,0.011229946524064172,0.0,0.016042780748663103,0.051871657754010696,0.0374331550802139,0.2922459893048128,0.0,0.0,0.524331550802139
203,},-,-,16327,12459,16327,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,370,0,223,0,0,0,0,13724,56,198,0,99,81,0,0,0,1576,0,314,0,190,0,0,0,0,10620,46,136,0,0,0,0,0,0,1153,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",564,0,stall_membar,0.0,0.022661848471856434,0.0,0.013658357322226986,0.0,0.0,0.0,0.0,0.8405708335885343,0.0034299013903350277,0.012127151344398849,0.0,0.0060635756721994245,0.004961107368163165,0.0,0.0,0.0,0.09652722484228578
202,c[i] = a[i] + b[i];,-,-,45566,34548,45566,51380224,1644167168,1644167168,1568,1568,Global(3),"Load(2),Store",64(3),6291456,0,0,0,0,0,25165824,25165824,0,,0,0,0,0,0,0,0,0,0,0,0,0,30295,952,0,0,0,0,597,906,0,0,0,12816,0,0,0,0,0,0,25562,913,0,0,0,0,0,0,0,0,0,8073,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",564,0,stall_long_sb,0.0,0.0,0.0,0.0,0.0,0.0,0.6648597638590177,0.020892770925690207,0.0,0.0,0.0,0.0,0.013101874204450687,0.019883246280121142,0.0,0.0,0.0,0.28126234473072026
201,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,4036,2097,4036,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,156,0,5,0,0,160,175,1018,0,0,2521,0,0,1,0,0,0,0,140,0,5,0,0,0,0,575,0,0,1376,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",564,0,stall_wait,0.0,0.0,0.0002477700693756194,0.0,0.0,0.0,0.0,0.03865213082259663,0.0,0.001238850346878097,0.0,0.0,0.03964321110009911,0.0433597621407334,0.2522299306243806,0.0,0.0,0.6246283448959365
199,"__global__ void add_kernel(const T * a, const T * b, T * c)",-,-,12437,6564,12437,27262976,872415232,872415232,832,832,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,1143,0,64,0,139,987,497,2577,0,0,7029,0,0,1,0,0,0,0,1066,0,51,0,125,0,0,1589,0,0,3732,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",564,0,stall_wait,0.0,0.0,8.04052424218059e-05,0.0,0.0,0.0,0.0,0.09190319208812414,0.0,0.005145935514995577,0.0,0.01117632869663102,0.07935997427032243,0.03996140548363753,0.2072043097209938,0.0,0.0,0.5651684489828737
220,},-,-,17621,13272,17621,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,341,0,172,0,0,0,0,14979,20,179,0,71,97,0,0,0,1762,0,279,0,139,0,0,0,0,11450,15,121,0,0,0,0,0,0,1268,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",565,0,stall_membar,0.0,0.01935190965325464,0.0,0.009761080528914364,0.0,0.0,0.0,0.0,0.8500652630384201,0.0011350093638272515,0.0101583338062539,0.0,0.0040292832415867435,0.00550479541456217,0.0,0.0,0.0,0.09999432495318086
219,a[i] = b[i] + scalar * c[i];,-,-,46756,35084,46756,54525952,1744830464,1744830464,1664,1664,Global(3),"Load(2),Store",64(3),6291456,0,0,0,0,0,25165824,25165824,0,,0,0,0,0,0,0,0,0,2,0,0,0,30607,949,0,0,0,0,603,1003,0,0,0,13592,0,0,1,0,0,0,25606,906,0,0,0,0,0,0,0,0,0,8571,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",565,0,stall_long_sb,0.0,0.0,4.2775258790315684e-05,0.0,0.0,0.0,0.6546111728975961,0.02029686029600479,0.0,0.0,0.0,0.0,0.012896740525280177,0.021451792283343315,0.0,0.0,0.0,0.2907006587389854
218,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,3819,1913,3819,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,2,0,0,0,0,146,0,7,0,0,124,153,903,0,0,2484,0,0,2,0,0,0,0,134,0,6,0,0,0,0,529,0,0,1242,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",565,0,stall_wait,0.0,0.0,0.0005236973029588898,0.0,0.0,0.0,0.0,0.03822990311599895,0.0,0.001832940560356114,0.0,0.0,0.032469232783451166,0.04006284367635507,0.23644933228593873,0.0,0.0,0.6504320502749411
215,"__global__ void triad_kernel(T * a, const T * b, const T * c)",-,-,11814,6297,11814,27262976,872415232,872415232,832,832,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,3,0,0,0,0,1099,0,60,0,106,932,469,2505,0,0,6640,0,0,3,0,0,0,0,1017,0,55,0,91,0,0,1552,0,0,3579,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",565,0,stall_wait,0.0,0.0,0.00025393600812595224,0.0,0.0,0.0,0.0,0.09302522431014051,0.0,0.005078720162519045,0.0,0.008972405620450314,0.07888945319112917,0.03969866260369054,0.21203656678517013,0.0,0.0,0.5620450313187744
271,},-,-,501,405,501,60192,1867776,1867776,124,124,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,7,0,0,0,0,0,0,438,0,1,1,0,3,0,0,0,51,0,5,0,0,0,0,0,0,356,0,1,1,0,0,0,0,0,42,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",566,0,stall_membar,0.0,0.013972055888223553,0.0,0.0,0.0,0.0,0.0,0.0,0.874251497005988,0.0,0.001996007984031936,0.001996007984031936,0.0,0.005988023952095809,0.0,0.0,0.0,0.10179640718562874
270,sum[blockIdx.x] = tb_sum[local_i];,-,-,99,83,99,22344,22344,22344,49,49,"Global,Shared","Load,Store",64(2),456,1,0,456,456,0,456,456,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,13,0,0,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,69,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",566,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0707070707070707,0.13131313131313133,0.0,0.0,0.7878787878787878
269,if (local_i == 0),-,-,33,11,33,58824,1868232,1867776,129,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",566,456,stall_wait,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212121212122,0.0,0.0,0.0,0.8181818181818182
265,tb_sum[local_i] += tb_sum[local_i+offset];,-,-,422,188,422,1133160,32658720,32658720,1711,1711,Shared(3),"Load(2),Store",64(3),0,3,0,91656,91656,0,0,0,0,,0,0,0,0,0,0,0,5,0,0,0,0,11,16,0,0,0,0,2,23,10,0,0,355,0,2,0,0,0,0,5,15,0,0,0,0,0,0,5,0,0,161,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",566,0,stall_wait,0.0,0.011848341232227487,0.0,0.0,0.0,0.0,0.026066350710900472,0.037914691943127965,0.0,0.0,0.0,0.0,0.004739336492890996,0.054502369668246446,0.023696682464454975,0.0,0.0,0.8412322274881516
263,if (local_i < offset),-,-,3460,2531,3460,1621536,51830328,51363840,380,376,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,2973,0,0,0,0,0,0,31,0,5,0,0,15,24,0,0,0,412,2310,0,0,0,0,0,0,31,0,3,0,0,0,0,0,0,0,187,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",566,2280,stall_barrier,0.8592485549132948,0.0,0.0,0.0,0.0,0.0,0.0,0.008959537572254336,0.0,0.001445086705202312,0.0,0.0,0.004335260115606936,0.006936416184971098,0.0,0.0,0.0,0.11907514450867052
262,__syncthreads();,-,-,48,21,48,145920,4669440,4669440,32,32,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",566,0,stall_wait,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.7916666666666666
260,for (int offset = blockDim.x / 2; offset > 0; offset /= 2),-,-,2911,1407,2911,9470208,303046656,298377216,3328,3298,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,64,3,0,0,0,0,101,0,111,0,0,36,161,33,0,0,2402,0,30,3,0,0,0,0,96,0,71,0,0,0,0,13,0,0,1194,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",566,0,stall_wait,0.0,0.02198557196839574,0.0010305736860185502,0.0,0.0,0.0,0.0,0.03469598076262453,0.0,0.03813122638268636,0.0,0.0,0.012366884232222604,0.05530745448299553,0.011336310546204053,0.0,0.0,0.8251459979388527
